# Source: NASA Exoplanet Archive, Table: pscomppars, Downloaded: 2025-07-22T12:47:51.984918 UTC
pl_name,hostname,sy_dist,ra,dec,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,discoverymethod,disc_year,pl_orbsmax,pl_orbeccen,pl_insol,pl_dens,gaia_id,sy_vmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,pl_massj,pl_radj,pl_orbincl,pl_orblper,st_mass,st_met,st_logg,st_age,sy_dist2,sy_plx,sky_coord.ra,sky_coord.dec
Kepler-1254 b,Kepler-1254,622.818,285.1733174,48.7700099,1.55,3.02,9.99113313,660.0,4985.0,0.75,Transit,2016,0.0833,0.0,33.978,4.46,Gaia DR2 2131968065762170624,15.541,13.292,,16.015,15.236,15.01,,0.13828174,88.16,,0.78,-0.1,4.59,5.62,622.818,1.577,285.1733174,48.7700099
HAT-P-44 c,HAT-P-44,347.85,213.1438604,47.0147826,13.0,1271.3,872.2,,5295.0,0.949,Radial Velocity,2014,1.752,0.494,,3.18,Gaia DR2 1506159170017461888,13.225,11.275,15.968,14.2829,13.0495,12.9233,,1.16,,,0.942,0.33,4.46,7.5,347.85,2.84594,213.1438604,47.0147826
Kepler-1389 b,Kepler-1389,497.093,285.7174414,44.7583487,1.77,3.78,99.2530951,300.0,5078.0,0.74,Transit,2016,0.38249,0.0,1.871,3.75,Gaia DR2 2106303505865370752,14.896,12.696,,15.404,14.629,14.397,,0.15790882,88.71,,0.81,-0.14,4.61,2.09,497.093,1.98294,285.7174414,44.7583487
Kepler-167 c,Kepler-167,341.908,292.6585253,38.3455558,1.674,3.44,7.406106,771.0,4884.0,0.749,Transit,2014,0.0684,0.0,61.175,4.03,Gaia DR2 2051933102555095936,14.284,11.832,,14.805,13.951,13.688,,0.14934453,88.48,,0.777,0.02,4.579,7.1,341.908,2.89593,292.6585253,38.3455558
Kepler-764 b,Kepler-764,1047.84,297.3931183,47.1645814,1.64,3.33,7.33683936,875.0,5557.0,0.89,Transit,2016,0.0724,0.0,160.457,4.15,Gaia DR2 2086366370762352640,15.555,13.622,,15.839,15.252,15.072,,0.146311,89.93,,0.92,-0.06,4.51,4.17,1047.84,0.926132,297.3931183,47.1645814
HATS-53 b,HATS-53,585.77,176.628323,-33.8600764,15.02006,189.10885,3.8537768,1312.0,5644.0,1.101,Transit,2017,0.04753,0.33,471.61,0.303,Gaia DR2 3465357945752055040,13.944,12.046,,14.137,13.579,13.3,0.595,1.34,88.78,,0.964,,4.34,9.0,585.77,1.67852,176.628323,-33.8600764
Kepler-289 c,Kepler-289,704.438,297.4653351,42.8828517,11.23,157.18,125.8723,394.0,5990.0,1.0,Transit,2014,0.50155,0.0,4.882,0.66,Gaia DR2 2078515170549178880,14.142,12.508,,14.403,13.921,13.764,0.49,1.00187522,89.78,,1.08,0.05,4.47,0.65,704.438,1.39093,297.4653351,42.8828517
WASP-43 b,WASP-43,86.7467,154.9081869,-9.8064431,10.424,565.714,0.813475,1426.7,4400.0,0.6,Transit,2011,0.0142,0.0,680.8953,2.939,Gaia DR2 3767805209112436736,12.305,9.267,,,,,1.78,0.93,82.6,90.0,0.58,-0.05,4.65,7.0,86.7467,11.4991,154.9081869,-9.8064431
Kepler-511 b,Kepler-511,651.999,282.9455384,47.5749181,6.35,33.1,296.637865,332.0,5770.0,1.2,Transit,2016,0.85672,0.0,4.208,0.71,Gaia DR2 2107644188496163200,12.711,11.187,,13.227,12.687,12.54,,0.56650906,89.81,,1.0,0.01,4.28,7.94,651.999,1.5052,282.9455384,47.5749181
Kepler-1286 b,Kepler-1286,1354.46,280.2583709,43.8357433,2.15,5.27,11.25402929,888.0,5753.0,0.98,Transit,2016,0.0991,0.0,151.77,2.91,Gaia DR2 2116961690548889088,15.278,13.655,,15.649,15.127,14.959,,0.19181015,87.68,,1.0,0.03,4.45,4.17,1354.46,0.709606,280.2583709,43.8357433
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,5800.0,269.048889,-30.5283604,2.95,9.0,,,,,Microlensing,2018,1.8,,,1.93,,,,,,,,0.028,0.263,,,0.2,,,,5800.0,,269.048889,-30.5283604
Kepler-611 b,Kepler-611,1395.56,286.0049121,45.4803043,1.65,3.36,2.437033302,1513.0,5761.0,1.01,Transit,2016,0.0351,0.0,1825.301,4.11,Gaia DR2 2106443453079518336,14.734,13.035,,15.047,14.518,14.369,,0.14720314,89.87,,1.01,0.06,4.43,4.47,1395.56,0.687736,286.0049121,45.4803043
Kepler-1088 b,Kepler-1088,280.629,281.5614578,42.4504087,1.42,2.6,23.12748644,667.0,5975.0,1.08,Transit,2016,0.16163,0.0,44.887,4.99,Gaia DR2 2104727081069413376,11.472,10.476,,12.178,11.765,11.727,,0.12668391,88.31,,1.08,0.05,4.4,3.02,280.629,3.53461,281.5614578,42.4504087
HD 204313 c,HD 204313,47.7945,322.0510568,-21.7274194,4.31,17.16273398,34.95875,,5767.0,1.1,Radial Velocity,2015,0.211,0.059,,1.18,Gaia DR2 6828450688663428224,7.99,6.459,,,,,,0.385,,309.05,1.03,0.18,4.37,3.38,47.7945,20.8943,322.0510568,-21.7274194
Kepler-83 d,Kepler-83,400.409,282.2325197,43.6655662,1.94,4.1,5.169796,569.0,4648.0,0.594,Transit,2014,0.051,0.0,28.81,0.56,Gaia DR2 2105261134483173632,16.145,12.947,,17.074,15.764,15.221,0.0129000426321238,0.173,88.87,,0.58,-0.2,4.718,3.09,400.409,2.46907,282.2325197,43.6655662
HATS-8 b,HATS-8,794.637,294.9416887,-25.7483655,9.785457,43.86054,3.583893,1324.0,5679.0,1.086,Transit,2015,0.04667,0.376,,0.259,Gaia DR2 6767008363999712512,14.512,12.661,,,,,0.138,0.873,87.8,,1.056,0.21,4.386,5.1,794.637,1.23054,294.9416887,-25.7483655
GJ 9827 c,GJ 9827,29.661,351.7717763,-1.2853435,1.13,1.86,3.648103,715.94,4236.0,0.58,Transit,2017,0.0395,0.0,73.0,7.142,Gaia DR2 2643842302456085888,10.37,7.193,14.7056,11.1637,9.90257,13.172,0.00585221446237812,0.10081202,89.09,,0.62,-0.29,4.719,5.465,29.661,33.6855,351.7717763,-1.2853435
Kepler-1681 b,Kepler-1681,758.3,296.6972773,46.3716969,2.55321772,7.05,69.8956,442.0,5756.4,0.759,Transit,2020,0.32,0.0,5.33,2.33,Gaia DR2 2080316995223800960,14.646,12.661,,15.114,14.517,14.311,,0.22778283,89.08,,0.893,0.1064,4.538,3.3,758.3,1.5331472,296.6972773,46.3716969
Kepler-127 d,Kepler-127,352.794,285.1899439,46.0280596,2.64,7.46,48.630408,590.0,6106.0,1.359,Transit,2014,0.28,0.03,31.519,2.23,Gaia DR2 2107266570672734592,11.746,10.234,,11.779,11.422,11.358,,0.236,89.96,,1.248,0.2142,4.265,2.69,352.794,2.80577,285.1899439,46.0280596
HD 150706 b,HD 150706,28.2697,247.8255687,79.7894032,13.3,772.32302901,5894.0,,5961.0,0.96,Radial Velocity,2012,6.7,0.38,,1.8,Gaia DR2 1709456705329541504,7.03,5.565,,,,,2.43,1.18,70.0,132.0,1.17,-0.01,4.5,3.0,28.2697,35.3446,247.8255687,79.7894032
Kepler-354 c,Kepler-354,554.064,285.7515347,41.3356739,1.31,2.27,16.934402,508.0,4648.0,0.674,Transit,2014,0.115,0.0,14.404,5.55,Gaia DR2 2103860562828483712,15.771,13.16,,16.513,15.494,15.135,,0.117,89.21,,0.652,-0.03,4.627,13.8,554.064,1.77633,285.7515347,41.3356739
Kepler-305 c,Kepler-305,868.477,299.2242557,40.343167,3.3,6.0,8.291,728.0,5080.0,0.8,Transit,2013,0.07568,0.0,65.1,0.917,Gaia DR2 2073547954981763328,15.851,13.702,,16.6,15.746,15.475,0.019,0.294,83.45,,0.76,0.09,4.51,4.37,868.477,1.12405,299.2242557,40.343167
Kepler-1981 b,Kepler-1981,659.395,287.9754691,38.7402988,9.23,62.5,453.54212,390.0,5874.0,3.006,Transit,2023,1.3292,0.0,5.45,0.437,Gaia DR2 2099583977992504576,13.563,11.951,15.242,14.0759,13.5474,13.4506,,0.82344686,89.78,,1.519,0.12,3.664,,659.395,1.48775,287.9754691,38.7402988
HD 222076 b,HD 222076,91.1538,354.531982,-70.9032461,13.5,495.8148,871.0,,4806.0,4.1,Radial Velocity,2016,1.83,0.08,,1.11,Gaia DR2 6386468454774591744,7.47,5.127,,,,,,1.21,,241.0,1.07,0.05,3.31,,91.1538,10.9416,354.531982,-70.9032461
Kepler-703 b,Kepler-703,1156.83,299.1868586,41.742699,8.2,51.1,4.583521756,1038.0,6185.0,1.27,Transit,2016,0.0535,0.0,373.108,0.509,Gaia DR2 2075358472669256448,15.599,13.62,,15.847,15.235,15.047,,0.731555,89.81,,1.18,0.05,4.29,2.69,1156.83,0.837436,299.1868586,41.742699
Kepler-19 b,Kepler-19,218.562,290.4209694,37.8516556,2.209,6.1,9.28699,851.0,5541.0,0.859,Transit,2011,0.0846,0.41,87.6,3.1,Gaia DR2 2051106987063242880,12.035,10.318,15.0631,12.5976,11.9559,11.7733,0.019192746355111,0.19707412,89.94,59.1,0.936,-0.13,4.55,1.9,218.562,4.54651,290.4209694,37.8516556
Barnard e,Barnard's star,1.82655,269.4486144,4.7379808,0.637,0.193,6.7392,340.0,3195.0,0.185,Radial Velocity,2025,0.0381,0.04,,4.1,Gaia DR2 4472832130942575872,9.54,4.524,14.2471,10.2137,11.2782,11.1087,,0.0568,,-27.5,0.162,-0.56,4.9,,1.82655,547.451,269.4486144,4.7379808
Kepler-385 b,Kepler-385,1432.61,294.3385109,50.3365178,2.73,12.8,10.043686,951.0,6326.0,1.126,Transit,2014,0.097,0.0,143.919,3.46,Gaia DR2 2135203000771400320,15.76,13.819,,15.611,15.145,15.041,0.04,0.244,79.64,,0.992,0.01,4.412,3.31,1432.61,0.669369,294.3385109,50.3365178
Kepler-635 b,Kepler-635,1141.08,289.7732613,40.8007019,2.64,7.46,23.44971004,802.0,6174.0,1.51,Transit,2016,0.18332,0.0,193.927,2.23,Gaia DR2 2101380545634324096,13.36,11.903,,13.666,13.238,13.157,,0.23552502,89.46,,1.33,0.41,4.2,2.34,1141.08,0.847678,289.7732613,40.8007019
WASP-22 b,WASP-22,317.652,52.8180374,-23.8197924,13.78707,212.9461,3.53269,1502.0,6000.0,1.24,Transit,2010,0.047,0.02,837.7034,0.444,Gaia DR2 5086537022856406272,11.99,10.318,,,,,0.67,1.23,89.2,27.0,1.46,-0.05,4.5,3.0,317.652,3.12015,52.8180374,-23.8197924
Kepler-1474 b,Kepler-1474,1180.9,294.6940261,45.866809,2.16,5.31,36.4333452,561.0,5870.0,1.04,Transit,2016,0.2108,0.0,21.392,2.9,Gaia DR2 2080057269961317120,15.35,13.621,,15.77,15.201,15.022,,0.19270229,89.77,,1.04,0.04,4.42,3.8,1180.9,0.819164,294.6940261,45.866809
Kepler-485 b,Kepler-485,1140.95,294.9963415,50.4700458,14.41,,3.243259796,1243.0,5958.0,1.09,Transit,2016,0.04401,0.0,622.014,,Gaia DR2 2135184068555793024,15.069,13.433,,15.394,14.876,14.763,,1.28557409,89.27,,1.07,0.04,4.39,3.72,1140.95,0.84784,294.9963415,50.4700458
2MASS J02192210-3925225 b,2MASS J02192210-3925225,40.08964117,34.8427046,-39.4230767,16.14096,4417.837,,,3064.0,0.281,Imaging,2015,156.0,,,5.77,Gaia DR2 4963614887043956096,,10.404,,,,,13.9,1.44,,,0.108,,4.59,0.035,40.08964117,24.9440995,34.8427046,-39.4230767
LTT 1445 A b,LTT 1445 A,6.86929,45.4624781,-16.5944956,1.18,2.73,5.35876,555.0,3340.0,0.265,Transit,2019,0.022,0.18,5.4,4.36,Gaia DR2 5153091836072107136,10.59,6.496,15.7983,15.3786,10.615,9.3169,0.00858954058187756,0.10527273,89.203,244.0,0.257,-0.34,4.97389,,6.86929,145.547,45.4624781,-16.5944956
Kepler-1614 b,Kepler-1614,1191.19,284.8713893,49.7758867,1.49,2.83,3.9466141,981.0,5121.0,0.76,Transit,2016,0.0471,0.0,276.373,4.7,Gaia DR2 2132314858600815488,16.01,14.001,,16.559,15.853,15.65,,0.1329289,88.54,,0.79,-0.17,4.58,5.5,1191.19,0.811097,284.8713893,49.7758867
Kepler-879 b,Kepler-879,802.672,295.8065515,50.9097521,2.57,7.13,33.3855938,580.0,5792.0,1.02,Transit,2016,0.2012,0.0,29.128,2.31,Gaia DR2 2135398473324811392,14.429,12.681,,14.778,14.217,14.044,,0.22928004,89.26,,1.02,0.05,4.42,4.27,802.672,1.2171,295.8065515,50.9097521
Kepler-1641 b,Kepler-1641,860.37,296.359456,41.5745321,3.11,9.85,19.672266,908.0,6152.0,1.19,Transit,2016,0.1473,0.0,82.828,1.8,Gaia DR2 2077041103410971392,14.49,12.735,,14.682,14.261,14.083,,0.27745562,88.19,,1.12,-0.02,4.34,3.02,860.37,1.13394,296.359456,41.5745321
Kepler-210 b,Kepler-210,232.75,292.5034196,43.0832188,2.94,8.96,2.453234,737.0,4559.0,0.65,Transit,2014,0.032,0.0,122.139,1.94,Gaia DR2 2125864573640675968,14.126,11.313,,14.874,13.756,13.371,,0.262,77.86,,0.77,0.2772,4.663,1.78,232.75,4.26755,292.5034196,43.0832188
TOI-784 b,HD 307842,64.5997,159.3412205,-63.6556923,1.93,9.67,2.7970365,1256.0,5558.0,0.907,Transit,2023,0.038,0.0,413.894,7.4,Gaia DR2 5251941573573934080,9.412,7.64,,,,,0.0304252225006432,0.17218336,88.6,90.0,0.91,-0.13,4.48,,64.5997,15.451,159.3412205,-63.6556923
bet Pic c,bet Pic,19.7442,86.8212337,-51.066148,12.5,3222.46221857,1192.77951,,8038.68,1.54416,Radial Velocity,2019,2.68,0.314,,9.07,Gaia DR2 4792774797545105664,3.85,3.526,,,,,10.139,1.11,88.947,243.89,1.795,-0.21,4.35072,0.0165,19.7442,50.6231,86.8212337,-51.066148
Kepler-44 b,Kepler-44,1188.0,300.1023512,45.7621918,12.22,317.82,3.2467293,1544.0,5800.0,1.35,Transit,2011,0.0446,0.066,1109.223,0.93,Gaia DR2 2085222191474854656,14.803,12.878,,15.3,14.629,14.411,1.0,1.09,84.96,,1.12,0.15,4.22,5.8,1188.0,0.81357,300.1023512,45.7621918
HD 93385 c,HD 93385,43.3475,161.5627065,-41.464604,2.56,7.1,13.18,,5977.0,1.18484,Radial Velocity,2021,0.112,0.2,,2.33,Gaia DR2 5391813299572883456,7.49,6.065,,,,,,0.229,,,1.04,0.02,4.42,3.3,43.3475,23.0405,161.5627065,-41.464604
Kepler-610 c,Kepler-610,845.824,293.1713241,45.0655934,3.3,10.9,151.86392,318.0,5943.0,1.13,Transit,2016,0.5594,0.0,2.297,1.67,Gaia DR2 2126509364192049152,14.816,13.267,,15.33,14.747,14.583,,0.29440628,89.99,,1.1,0.12,4.37,3.55,845.824,1.15383,293.1713241,45.0655934
Kepler-290 d,Kepler-290,694.627,286.4100307,42.6815137,0.86,0.566,0.764017553,1589.0,5142.0,0.755,Transit,2023,0.0154,0.0,1503.79,4.89,Gaia DR2 2105538623730974848,15.775,13.452,,16.302,15.511,15.293,,0.07672419,84.79,,0.84,-0.06,4.602,1.1,694.627,1.41133,286.4100307,42.6815137
TIC 365102760 b,TIC 365102760,555.546,305.8398236,54.3943194,6.21,19.2,4.21285367,,4900.0,3.13,Transit,2024,0.0622,0.406,,0.437,Gaia DR2 2185044477033336064,12.154,9.788,,,,,0.0604099557406774,0.55402005,,0.216,1.17,0.09,3.52,6.3,555.546,1.77157,305.8398236,54.3943194
HD 5891 b,HD 5891,283.502,15.1383168,20.2923139,12.6,2425.0429,177.11,,4673.0,10.64,Radial Velocity,2011,0.64,0.07,,6.66,Gaia DR2 2788816827588309120,8.09,5.621,,,,,,1.13,,354.0,1.93,-0.37,2.67,1.5,283.502,3.49959,15.1383168,20.2923139
TOI-1448 b,TOI-1448,73.3345,316.324003,57.7710946,2.749,19.5,8.112245,426.0,3412.0,0.38,Transit,2024,0.0567,0.36,5.45,9.51,Gaia DR2 2189711770761074816,15.678,10.765,,,,,0.0613538612991255,0.24524978,89.62,,0.372,0.37,4.849,,73.3345,13.6073,316.324003,57.7710946
Kepler-1001 b,Kepler-1001,928.978,286.2739151,48.6186972,3.15,10.1,14.30511983,693.0,5491.0,0.88,Transit,2016,0.11147,0.0,40.853,1.78,Gaia DR2 2131178238457347712,15.582,13.662,,15.872,15.296,15.109,,0.28102418,85.25,,0.9,-0.03,4.52,4.68,928.978,1.04803,286.2739151,48.6186972
Kepler-654 b,Kepler-654,974.124,297.0683931,46.8342497,2.07,4.94,13.72465129,831.0,5865.0,1.11,Transit,2016,0.11664,0.0,229.311,3.06,Gaia DR2 2080353416547448320,13.762,12.158,,14.124,13.594,13.439,,0.18467303,85.87,,1.04,0.04,4.36,5.37,974.124,0.997899,297.0683931,46.8342497
Kepler-26 b,Kepler-26,335.307,284.9410627,46.5664505,2.78,5.12,12.28,431.0,3914.0,0.512,Transit,2011,0.08551,0.021,7.6,1.26,Gaia DR2 2107317358665730688,15.853,12.63,,16.84,15.434,14.887,0.0161092407891011,0.24801499,89.93,,0.544,-0.13,4.68,2.95,335.307,2.95373,284.9410627,46.5664505
Kepler-1203 b,Kepler-1203,317.022,292.7734523,44.178088,1.06,1.2,0.588000765,1188.0,4105.0,0.61,Transit,2016,0.0114,0.0,723.806,5.54,Gaia DR2 2126343823271448832,15.385,12.059,,16.251,14.942,14.369,,0.09456687,83.78,,0.64,0.01,4.67,3.47,317.022,3.1258,292.7734523,44.178088
Kepler-1501 b,Kepler-1501,749.06,289.918589,42.001428,1.56,3.05,14.5564533,787.0,6229.0,1.3,Transit,2016,0.11592,0.0,100.001,4.41,Gaia DR2 2101875497665518080,13.683,12.364,,14.046,13.644,13.566,,0.13917388,89.93,,1.2,0.04,4.28,2.75,749.06,1.30615,289.918589,42.001428
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,5120.0,268.1049583,-30.0086889,6.56,34.96112477,,,,,Microlensing,2022,1.62,,,0.681,,,,,,,,0.11,0.585,,,0.27,,,,5120.0,,268.1049583,-30.0086889
Kepler-1850 b,Kepler-1850,250.199,287.1428295,43.6161177,0.72909663,0.313,1.385800004,1008.0,4239.0,0.6,Transit,2021,0.0206,0.0,245.15,4.44,Gaia DR2 2106001651264391040,14.44,11.562,,15.206,14.071,13.67,,0.06504576,86.72,,0.611,-0.22,4.667,13.8,250.199,3.968,287.1428295,43.6161177
Kepler-1789 b,Kepler-1789,611.461,282.8631419,41.7966332,2.83137505,8.4,80.23190308,380.0,5436.0,0.888,Transit,2021,0.3543,0.0,4.91,2.03,Gaia DR2 2104539202019666432,14.449,12.735,,14.851,14.269,14.093,,0.2525988,89.19,,0.92,0.12,4.505,4.5,611.461,1.60677,282.8631419,41.7966332
Kepler-140 c,Kepler-140,583.859,287.3694056,46.7681473,1.8,3.89,91.353282,428.0,6077.0,1.288,Transit,2014,0.414,0.0,9.957,3.67,Gaia DR2 2130443730330509312,13.018,11.709,,13.316,12.939,12.858,,0.161,89.99,,1.044,-0.039,4.272,0.88,583.859,1.68406,287.3694056,46.7681473
Kepler-106 b,Kepler-106,444.322,300.864006,44.3375497,0.82,5.3,6.16486,1021.0,5858.0,1.04,Transit,2014,0.06491,0.0,277.216,,Gaia DR2 2082074942519913344,12.923,11.431,,13.293,12.85,12.706,0.0166755812855929,0.073,86.69,,1.0,-0.12,4.407,4.83,444.322,2.22233,300.864006,44.3375497
TOI-4406 b,TOI-4406,261.834,18.0485164,-56.9253875,11.2089807,95.3485221,30.08364,904.0,6219.0,1.29,Transit,2023,0.201,0.15,58.0054,0.372,Gaia DR2 4910452812646300544,10.937,9.73,,,,,0.3,1.0,88.48,39.0,1.19,0.1,4.29,2.9,261.834,3.79045,18.0485164,-56.9253875
HD 154672 b,HD 154672,63.0484,257.520697,-56.4498041,12.8,1706.7471,163.94,,5743.0,1.32,Radial Velocity,2008,0.6,0.61,,4.47,Gaia DR2 5917231492323978880,8.21,6.612,,,,,,1.14,,265.28,1.18,0.25,4.27,8.0,63.0484,15.8321,257.520697,-56.4498041
Kepler-584 b,Kepler-584,1848.84,288.230615,42.4136181,4.21,16.5,35.1810304,664.0,6195.0,1.24,Transit,2016,0.2281,0.0,76.339,1.22,Gaia DR2 2102518574527334016,14.973,13.529,,15.192,14.787,14.712,,0.37559104,88.18,,1.17,0.02,4.31,2.88,1848.84,0.5118,288.230615,42.4136181
K2-397 b,K2-397,199.354,79.9516586,21.2591617,2.417,6.42,3.572326,,5387.0,0.966,Transit,2022,,,,2.5,Gaia DR2 3414370975935397888,11.865,9.95,,,,,,0.21563067,,,0.937,0.11,4.435,,199.354,4.98777,79.9516586,21.2591617
Kepler-1082 b,Kepler-1082,739.557,289.3586737,50.5984489,1.12,1.46,1.543206604,1827.0,5923.0,1.14,Transit,2016,0.02571,0.0,2949.557,5.71,Gaia DR2 2133127363335546112,13.444,11.97,,13.763,13.336,13.215,,0.09991971,87.26,,1.03,-0.06,4.33,5.75,739.557,1.32332,289.3586737,50.5984489
Kepler-1672 b,Kepler-1672,391.181,297.9400971,40.2785566,2.97022762,9.11,150.878,423.0,6131.95,1.08841,Transit,2020,0.55374,0.0,4.4,1.91,Gaia DR2 2073677040206349696,12.548,11.096,,12.821,12.409,12.281,,0.26498596,89.99,,1.16,-0.25,4.42894,4.19,391.181,2.52796,297.9400971,40.2785566
Kepler-618 b,Kepler-618,1221.96,286.2498525,48.0609256,2.6,7.27,3.595769645,1296.0,5860.0,1.08,Transit,2016,0.0449,0.0,677.569,2.27,Gaia DR2 2131136491375075328,15.087,13.335,,15.27,14.78,14.637,,0.23195646,86.34,,1.05,0.08,4.39,4.27,1221.96,0.789644,286.2498525,48.0609256
Kepler-322 b,Kepler-322,400.48,281.3487514,44.2952525,1.01,1.01,1.653888,1373.0,5388.0,0.89,Transit,2014,0.027,0.0,735.179,5.39,Gaia DR2 2117317588719059968,13.687,11.837,,14.088,13.491,13.292,,0.09,88.21,,0.908,0.12,4.501,1.1,400.48,2.46817,281.3487514,44.2952525
TOI-262 b,TOI-262,43.932,32.534687,-31.0706272,2.07,4.94,11.14529,584.0,5310.0,0.853,Transit,2023,0.163,,56.9133,3.06,Gaia DR2 5019835424832215424,8.91,6.967,,,,,,0.18467335,89.011,,0.913,0.26,4.54,0.8,43.932,22.7337,32.534687,-31.0706272
Kepler-1072 b,Kepler-1072,982.716,292.0443891,46.3289723,1.58,3.12,1.569066502,1849.0,6199.0,1.32,Transit,2016,0.02742,0.0,2944.0,4.35,Gaia DR2 2126806992544494720,13.972,12.566,,14.3,13.862,13.771,,0.14095816,88.73,,1.2,0.07,4.27,2.88,982.716,0.988814,292.0443891,46.3289723
HD 68402 b,HD 68402,78.4293,121.3474609,-74.4100732,12.6,2510.8444153,1103.0,,5950.0,1.02,Radial Velocity,2016,2.18,0.03,,6.9,Gaia DR2 5214002100193281920,9.11,7.697,,,,,7.9,1.12,20.3,17.19,1.12,0.29,4.47,2.0,78.4293,12.7214,121.3474609,-74.4100732
Kepler-1161 b,Kepler-1161,547.726,299.0770621,45.4405583,2.13,5.18,10.71252541,485.0,4253.0,0.57,Transit,2016,0.0784,0.0,26.229,2.95,Gaia DR2 2079247239132750720,16.163,13.141,,16.953,15.778,15.325,,0.19002587,88.16,,0.59,-0.35,4.7,3.39,547.726,1.79771,299.0770621,45.4405583
Kepler-1777 b,Kepler-1777,619.146,290.3286455,37.7231188,2.13189678,5.19,12.18420029,819.0,5771.0,1.068,Transit,2021,0.10301,0.0,71.3,2.94,Gaia DR2 2051104586182508928,14.112,12.528,15.7988,14.3933,13.8873,13.7469,,0.19019542,88.36,,0.984,0.06,4.374,0.46,619.146,1.58636,290.3286455,37.7231188
Kepler-1991 c,Kepler-1991,855.82,285.0360506,45.0709909,2.57,7.13,22.79020351,634.0,5478.0,1.053,Transit,2023,0.1528,0.0,38.27,2.31,Gaia DR2 2106371744306291328,15.048,13.067,,15.29,14.694,14.542,,0.22928044,89.94,,0.914,0.16,4.354,6.76,855.82,1.13978,285.0360506,45.0709909
rho CrB c,rho CrB,17.4671,240.2600639,33.3001861,5.78,28.2,102.19,448.1,5817.0,1.34,Radial Velocity,2016,0.4206,0.096,9.85,0.802,Gaia DR2 1323427759184545536,5.40816,3.857,,,,,,0.515,,9.7,0.95,-0.2,4.25,10.2,17.4671,57.2216,240.2600639,33.3001861
Kepler-310 d,Kepler-310,602.268,288.839278,46.9867472,2.47,7.0,92.876125,353.0,5797.0,0.876,Transit,2014,0.392,0.0,3.664,3.3,Gaia DR2 2127798442794047104,14.376,12.626,,14.782,14.242,14.063,0.0220243526413492,0.22,88.82,,0.854,-0.12,4.521,1.9,602.268,1.63167,288.839278,46.9867472
UCAC4 328-061594 b,UCAC4 328-061594,39.9089,152.6991091,-24.4532674,12.1,6674.396547,,,,,Imaging,2024,19000.0,,,20.7,Gaia DR2 5473389537569200896,15.689,15.79,,,,,21.0,1.08,,,1.19,,,0.4,39.9089,25.0284,152.6991091,-24.4532674
Kepler-102 e,Kepler-102,107.796,281.4824731,47.2078263,2.17,4.7,16.1456994,590.0,4909.0,0.724,Transit,2013,0.1162,0.089,20.3,2.5,Gaia DR2 2119583201145735808,12.072,9.351,,12.289,11.428,11.15,0.01478785374902,0.19359477,89.488,,0.803,0.11,4.6,1.1,107.796,9.24784,281.4824731,47.2078263
HD 39194 d,HD 39194,26.4131,86.129071,-70.1382377,1.83,4.0,33.91,,5205.0,0.783742,Radial Velocity,2021,0.185,0.333,,3.59,Gaia DR2 4657193606465368704,8.09,6.094,,,,,,0.163,,,0.67,-0.61,4.53,10.0,26.4131,37.8311,86.129071,-70.1382377
Kepler-1563 b,Kepler-1563,616.697,288.5735936,51.4727698,0.75,0.347,3.43276598,1134.0,5765.0,0.99,Transit,2016,0.0442,0.0,390.57,4.52,Gaia DR2 2133364308090816768,13.696,12.013,,14.062,13.51,13.377,,0.06691052,81.58,,1.0,0.02,4.45,4.07,616.697,0.589017,288.5735936,51.4727698
Kepler-500 b,Kepler-500,807.48,295.9513472,43.8519884,2.58,7.18,8.508324398,909.0,5813.0,1.03,Transit,2016,0.08361,0.0,193.68,2.3,Gaia DR2 2079563829758338432,14.324,12.588,,14.673,14.11,13.964,,0.23017218,89.99,,1.02,0.03,4.42,4.37,807.48,1.20983,295.9513472,43.8519884
Kepler-530 b,Kepler-530,457.709,283.3402948,48.549062,3.01,9.32,39.30941904,488.0,5697.0,0.89,Transit,2016,0.21491,0.0,14.238,1.88,Gaia DR2 2131736137528127744,13.502,11.9,,13.841,13.367,13.211,,0.26853421,89.97,,0.97,-0.08,4.53,1.78,457.709,2.15593,283.3402948,48.549062
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,2740.0,268.480625,-35.1366389,5.98,29.87587026,,,,,Microlensing,2023,2.44,,,0.768,,,,,,,,0.094,0.533,,,0.39,,,,2740.0,,268.480625,-35.1366389
WASP-69 b,WASP-69,49.9605,315.0259661,-5.094857,12.44199,92.1707,3.86814,963.0,4700.0,0.86,Transit,2014,0.04525,0.0,180.5564,0.291,Gaia DR2 6910753016653587840,9.873,7.459,,,,,0.29,1.11,86.71,90.0,0.98,0.15,4.5,7.0,49.9605,19.9871,315.0259661,-5.094857
Kepler-173 b,Kepler-173,833.165,294.6466171,41.8840952,1.29,2.21,4.263742,1179.0,6031.0,0.949,Transit,2014,0.048,0.0,599.495,5.66,Gaia DR2 2077485271747441280,14.357,12.668,,14.658,14.188,14.017,,0.115,88.44,,1.067,0.0357,4.404,3.3,833.165,1.1718,294.6466171,41.8840952
